stato,inizio,fine,sindacati,settore,categoria,modalita,rilevanza,note,data_proclamazione,regione,provincia,data_ricezione,inizio_iso,fine_iso
Effettuato,17/12/2023,17/12/2023,OSR USB LAVORO PRIVATO,Aereo,PERSONALE SOC. AIRPORT HANDLING AEROPORTI DI MILANO LINATE E MALPENSA,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,28/11/2023,Italia,Tutte,28/11/2023 15:15,2023-12-17,2023-12-17
Effettuato,17/12/2023,17/12/2023,OSR USB LAVORO PRIVATO,Aereo,PERSONALE SOC. ALHA AEROPORTO DI MILANO MALPENSA,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,28/11/2023,Italia,Tutte,28/11/2023 15:15,2023-12-17,2023-12-17
Effettuato,17/12/2023,17/12/2023,OSR USB LAVORO PRIVATO,Aereo,PERSONALE SOC. MLE AEROPORTI DI MILANO LINATE E MALPENSA,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,28/11/2023,Italia,Tutte,28/11/2023 15:19,2023-12-17,2023-12-17
Effettuato,17/12/2023,17/12/2023,OSR USB LAVORO PRIVATO,Aereo,PERSONALE SOC. SWISSPORT ITALIA AEROPORTO DI MILANO LINATE,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,28/11/2023,Italia,Tutte,28/11/2023 15:21,2023-12-17,2023-12-17
Effettuato,17/12/2023,17/12/2023,OSR USB LAVORO PRIVATO,Aereo,PERSONALE SOC. AVIAPARTNER HANDLING AEROPORTI DI MILANO LINATE E MALPENSA,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,04/12/2023,Italia,Tutte,04/12/2023 20:48,2023-12-17,2023-12-17
Effettuato,17/12/2023,17/12/2023,OST CUB TRASPORTI,Aereo,PERSONALE SOC. AGS HANDLING AEROPORTO DI MILANO MALPENSA,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,28/11/2023,Italia,Tutte,28/11/2023 12:25,2023-12-17,2023-12-17
Effettuato,17/12/2023,17/12/2023,OST CUB TRASPORTI,Aereo,PERSONALE SOC. AIRPORT HANDLING AEROPORTI DI MILANO LINATE E MALPENSA,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,28/11/2023,Italia,Tutte,28/11/2023 12:25,2023-12-17,2023-12-17
Effettuato,17/12/2023,17/12/2023,OST CUB TRASPORTI,Aereo,PERSONALE SOC. ALHA AEROPORTO DI MILANO MALPENSA,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,28/11/2023,Italia,Tutte,28/11/2023 12:25,2023-12-17,2023-12-17
Effettuato,17/12/2023,17/12/2023,OST CUB TRASPORTI,Aereo,PERSONALE SOC. MLE-BCUBE AEROPORTI DI MILANO LINATE E MALPENSA,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,28/11/2023,Italia,Tutte,28/11/2023 12:25,2023-12-17,2023-12-17
Effettuato,17/12/2023,17/12/2023,OST CUB TRASPORTI,Aereo,PERSONALE SOC. SWISSPORT ITALIA AEROPORTO DI MILANO LINATE,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,28/11/2023,Italia,Tutte,28/11/2023 12:25,2023-12-17,2023-12-17
Effettuato,17/12/2023,17/12/2023,OST CUB TRASPORTI,Aereo,PERSONALE SOC. AVIAPARTNER HANDLING AEROPORTI DI MILANO LINATE E MALPENSA,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,04/12/2023,Italia,Tutte,05/12/2023 09:02,2023-12-17,2023-12-17
Effettuato,17/12/2023,17/12/2023,RSA FILT-CGIL/FIT-CISL/UILT-UIL/UGL-TA/UNICA,Aereo,PERSONALE SOC. ENAV ACC BRINDISI,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,06/11/2023,Italia,Tutte,06/11/2023 14:19,2023-12-17,2023-12-17
Effettuato,17/12/2023,17/12/2023,RSA FILT-CGIL/FIT-CISL/UILT-UIL/UGL-TA/UNICA,Aereo,PERSONALE SOC. ENAV ACC BRINDISI,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,28/11/2023,Italia,Tutte,28/11/2023 13:04,2023-12-17,2023-12-17
Effettuato,15/12/2023,15/12/2023,AL-COBAS,Trasporto pubblico locale,PERSONALE ADDETTO AL TRASPORTO PUBBLICO LOCALE,24 ORE CON MODALITA' TERRITORIALI,Nazionale,ORDINANZA MINISTERIALE N. 198 T DI RIDUZIONE DURATA A 4 ORE - DALLE 09.00 ALLE 13.00,01/12/2023,Italia,Tutte,04/12/2023 09:41,2023-12-15,2023-12-15
Effettuato,15/12/2023,15/12/2023,CUB TRASPORTI/SGB/COBAS LAVORO PRIVATO/ADL COBAS,Trasporto pubblico locale,PERSONALE ADDETTO AL TRASPORTO PUBBLICO LOCALE,24 ORE VARIE MODALITA',Nazionale,ORDINANZA MINISTERIALE N. 198 T DI RIDUZIONE DURATA A 4 ORE - DALLE 09.00 ALLE 13.00,25/11/2023,Italia,Tutte,25/11/2023 09:11,2023-12-15,2023-12-15
Effettuato,15/12/2023,15/12/2023,OSR FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. FERROVIE DELLA CALABRIA PRESSO CENTRO AUTOMOBILISTICO DI GIOIA TAURO ED IMPIANTO DI MARINA GIOIOSA JONICA,4 ORE: DALLE 10.30 ALLE 14.30,Locale,null,01/12/2023,Calabria,Reggio Calabria,01/12/2023 10:35,2023-12-15,2023-12-15
Effettuato,15/12/2023,15/12/2023,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. BUSITALIA REGIONE UMBRIA,24 ORE: VARIE MODALITA',Regionale,null,24/11/2023,Umbria,Tutte,24/11/2023 16:56,2023-12-15,2023-12-15
Effettuato,15/12/2023,15/12/2023,USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE ADDETTO AL TRASPORTO PUBBLICO LOCALE,24 ORE CON MODALITA' TERRITORIALI,Nazionale,"ORDINANZA MINISTERIALE N. 198 T DI RIDUZIONE DURATA A 4 ORE - DALLE 09.00 ALLE 13.00 - ADESIONE ORSA A 4 ORE 9-13 PER SOCC. ATAC, ASTRAL, ROMA TPL E COTRAL DI ROMA",25/11/2023,Italia,Tutte,25/11/2023 02:37,2023-12-15,2023-12-15
Effettuato,14/12/2023,14/12/2023,OSR UILT-UIL/SLM-FAST-CONFSAL/FAISA-CISAL/ORSA FERROVIE,Ferroviario,PERSONALE SOC. TRENORD,8 ORE: DALLE 09.01 ALLE 16.59,Regionale,null,23/11/2023,Lombardia,Tutte,23/11/2023 12:42,2023-12-14,2023-12-14
"Revocato (include le azioni di revoca, sospensione e differimento)",14/12/2023,14/12/2023,OST FILT-CGIL/FIT-CISL/UILT-UIL/UGL MARE/FEDERMAR-CISAL/USCLAC-UNCDIM/CONFINTESA MARE E PORTI/ADMI + RSU,Marittimo,PERSONALE SOC. CARONTE E TOURIST OPERANTE PRESSO LO STRETTO DI MESSINA,24 ORE: DALLE 00.01 ALLE 24.00,Territoriale,null,14/11/2023,Sicilia,Messina,14/11/2023 17:56,2023-12-14,2023-12-14
Effettuato,13/12/2023,13/12/2023,OSP FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. STAR MOBILITY DI LODI,24 ORE VARIE MODALITA',Territoriale,null,31/10/2023,Lombardia,Lodi,31/10/2023 04:44,2023-12-13,2023-12-13
"Revocato (include le azioni di revoca, sospensione e differimento)",13/12/2023,13/12/2023,OST FILT-CGIL/FIT-CISL/UILT-UIL,Trasporto pubblico locale,PERSONALE SOC. AMACO DI COSENZA,24 ORE,Locale,null,08/11/2023,Calabria,Cosenza,08/11/2023 16:20,2023-12-13,2023-12-13
Effettuato,13/12/2023,13/12/2023,OST FILT-CGIL/FIT-CISL/UILT-UIL,Trasporto pubblico locale,PERSONALE SOC. AMACO DI COSENZA,24 ORE,Locale,null,08/11/2023,Calabria,Cosenza,09/11/2023 10:14,2023-12-13,2023-12-13
Effettuato,11/12/2023,11/12/2023,OSR FILT-CGIL/ORSA FERROVIE,Ferroviario,PERSONALE SOC. MERCITALIA RAIL IML DI MILANO SMISTAMENTO,8 ORE: DALLE 9.01 ALLE 16.59,Regionale,null,17/11/2023,Lombardia,Tutte,17/11/2023 15:56,2023-12-11,2023-12-11
Effettuato,11/12/2023,11/12/2023,OSR UGL AUTOFERRO,Trasporto pubblico locale,PERSONALE SOC. TUA REGIONE ABRUZZO,4 ORE: DALLE 18.00 ALLE 22.00,Regionale,null,02/11/2023,Abruzzo,Tutte,02/11/2023 09:33,2023-12-11,2023-12-11
"Revocato (include le azioni di revoca, sospensione e differimento)",10/12/2023,10/12/2023,OSR FAST-CONFSAL,Trasporto pubblico locale,PERSONALE SOC. ATVO DI VENEZIA,8 ORE,Locale,null,27/11/2023,Veneto,Venezia,27/11/2023 10:13,2023-12-10,2023-12-10
Effettuato,07/12/2023,07/12/2023,ASI-AU ASSOCIAZIONE SINDACALE INDIPENDENTE IN ARRIVA UDINE,Trasporto pubblico locale,PERSONALE SOC. ARRIVA UDINE DI UDINE,4 ORE: DALLE 17.15 ALLE 21.15,Locale,null,06/11/2023,Friuli-Venezia Giulia,Udine,06/11/2023 18:22,2023-12-07,2023-12-07
"Revocato (include le azioni di revoca, sospensione e differimento)",07/12/2023,07/12/2023,FLAI TRASPORTI E SERVIZI,Aereo,PERSONALE DELLA SOC. TRIVENETO SICUREZZA OPERANTE PRESSO GLI AEROPORTI DI VENEZIA E TREVISO,24 ORE: DALLE 00.01 ALLE 33.59,Regionale,null,12/11/2023,Veneto,Tutte,13/11/2023 10:14,2023-12-07,2023-12-07
Effettuato,07/12/2023,07/12/2023,OSP FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. AST DI MESSINA,4 ORE: DALLE 5.30 ALLE 6.30 E DALLE 9.30 ALLE 12.30,Locale,null,20/11/2023,Sicilia,Messina,20/11/2023 12:29,2023-12-07,2023-12-07
Effettuato,07/12/2023,07/12/2023,OSP FAISA-CONFAIL,Trasporto pubblico locale,PERSONALE VIAGGIANTE DELLA SOC. EAV DIVISIONE TRASPORTO FERROVIARIO DI NAPOLI,4 ORE: DALLE 9.00 ALLE 13.00,Locale,null,14/11/2023,Campania,Napoli,14/11/2023 21:21,2023-12-07,2023-12-07
"Revocato (include le azioni di revoca, sospensione e differimento)",07/12/2023,07/12/2023,OSP FILT-CGIL/FIT-CISL/UILT-UIL/UGL-FNA/FAISA-CISAL/FAST-CONFSAL,Trasporto pubblico locale,PERSONALE SOC. ATV DI VERONA,4 ORE: DALLE 5.00 ALLE 6.00 E DALLE 9.00 ALLE 12.00,Locale,null,08/11/2023,Veneto,Verona,08/11/2023 20:26,2023-12-07,2023-12-07
"Revocato (include le azioni di revoca, sospensione e differimento)",07/12/2023,07/12/2023,OSR FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. FERROVIE DELLA CALABRIA PRESSO CENTRO AUTOMOBILISTICO DI GIOIA TAURO ED IMPIANTO DI MARINA GIOIOSA JONICA,4 ORE: DALLE 10.30 ALLE 14.30,Locale,null,25/11/2023,Calabria,Reggio Calabria,25/11/2023 12:34,2023-12-07,2023-12-07
"Revocato (include le azioni di revoca, sospensione e differimento)",07/12/2023,07/12/2023,OSR FAISA-CISAL,Trasporto pubblico locale,"PERSONALE SOCC. ATAC, COTRAL E ROMA TPL REGIONE LAZIO",4 ORE: DALLE 09.00 ALLE 13.00,Territoriale,null,04/12/2023,Lazio,Tutte,04/12/2023 17:01,2023-12-07,2023-12-07
Effettuato,07/12/2023,07/12/2023,OSR FAISA-CISAL,Trasporto pubblico locale,"PERSONALE SOCC. ATAC, COTRAL, ASTRAL E ROMA TPL REGIONE LAZIO",4 ORE: DALLE 09.00 ALLE 13.00,Territoriale,null,04/12/2023,Lazio,Tutte,05/12/2023 09:45,2023-12-07,2023-12-07
Effettuato,07/12/2023,07/12/2023,OSR FILT-CGIL/FIT-CISL/UGL AUTOFERRO,Trasporto pubblico locale,PERSONALE SOC. SASA 2 DI APIRO (MC),8 ORE,Locale,null,20/11/2023,Marche,Macerata,20/11/2023 13:11,2023-12-07,2023-12-07
Effettuato,07/12/2023,07/12/2023,OSR ORSA AUTOFERRO,Trasporto pubblico locale,PERSONALE VIAGGIANTE SOC. EAV DI NAPOLI,4 ORE: DALLE 9.00 ALLE 13.00,Locale,null,25/11/2023,Campania,Napoli,25/11/2023 12:41,2023-12-07,2023-12-07
"Revocato (include le azioni di revoca, sospensione e differimento)",07/12/2023,07/12/2023,OSR SLM-FAST-CONFSAL,Ferroviario,PERSONALE SOC. RFI DOIT EMILIA ROMAGNA,8 ORE: DALLE 9.01 ALLE 16.59,Regionale,null,07/11/2023,Emilia-Romagna,Tutte,07/11/2023 10:05,2023-12-07,2023-12-07
Effettuato,07/12/2023,07/12/2023,OSR UGL FERROVIERI,Ferroviario,PERSONALE DI MANUTENZIONE SOC. RFI DOIT DI TRIESTE,8 ORE: DALLE 9.01 ALLE 17.00,Territoriale,null,27/11/2023,Friuli-Venezia Giulia,Trieste,27/11/2023 12:41,2023-12-07,2023-12-07
Effettuato,07/12/2023,07/12/2023,RSU,Trasporto pubblico locale,PERSONALE SOC. SASA DI BOLZANO,24 ORE,Locale,null,21/11/2023,Trentino-Alto Adige,Bolzano,22/11/2023 09:21,2023-12-07,2023-12-07
"Revocato (include le azioni di revoca, sospensione e differimento)",06/12/2023,07/12/2023,OSR FILT-CGIL/FIT-CISL/UILT-UIL/FAST,Ferroviario,PERSONALE SOC. TRENITALIA APPARTENENTE ALL'IMPIANTO DI DIREZIONE TECNICA OMC DI FOGGIA,24 ORE: DALLE 21.00 DEL 6/12 ALLE 20.59 DEL 7/12,Territoriale,null,27/09/2023,Puglia,Foggia,27/09/2023 16:30,2023-12-06,2023-12-07
Effettuato,04/12/2023,04/12/2023,OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FAST/SALPAS-ORSA,Appalti ferroviari,PERSONALE SOC. CMF CONSORZIO STABILE PRESSO LOTTO 2 DBR LAZIO TRENITALIA,MEZZO TURNO PER OGNI TURNO,Regionale,null,23/11/2023,Lazio,Tutte,24/11/2023 14:14,2023-12-04,2023-12-04
"Revocato (include le azioni di revoca, sospensione e differimento)",01/12/2023,01/12/2023,OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FAST/SALPAS-ORSA,Appalti ferroviari,PERSONALE SOC. CMF CONSORZIO STABILE PRESSO LOTTO 2 DBR LAZIO TRENITALIA,MEZZO TURNO PER OGNI TURNO,Regionale,null,23/11/2023,Lazio,Tutte,23/11/2023 18:01,2023-12-01,2023-12-01
Effettuato,30/11/2023,01/12/2023,CAT/SGB/USB LAVORO PRIVATO/CUB TRASPORTI,Ferroviario,PERSONALE DIPENDENTE AZIENDE TRASPORTO FERROVIARIO PASSEGGERI E MERCI,24 ORE: DALLE 21.00 DEL 30/11 ALLE 21.00 DELL'1/12,Nazionale,null,29/11/2023,Italia,Tutte,29/11/2023 06:24,2023-11-30,2023-12-01
Effettuato,30/11/2023,30/11/2023,FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FAST/ORSA FERROVIE,Ferroviario,"PERSONALE DIPENDENTE GESTORE INFRASTRUTTURA NAZIONALE, SOCC. GRUPPO FSI E IMPRESE FERROVIARIE SERVIZIO TRASPORTO PASSEGGERI E MERCI",8 ORE: DALLE 09.01 ALLE 16.59,Nazionale,null,29/11/2023,Italia,Tutte,29/11/2023 10:10,2023-11-30,2023-11-30
"Revocato (include le azioni di revoca, sospensione e differimento)",30/11/2023,30/11/2023,OSR FILT-CGIL/FIT-CISL/UILT-UIL/ UGL FERROVIE/FAST MOBILITA'/ORSA,Ferroviario,PERSONALE SOC. MERCITALIA RAIL REGIONE CAMPANIA,8 ORE: DALLE 9.01 ALLE 16.59,Regionale,null,13/10/2023,Campania,Tutte,13/10/2023 11:00,2023-11-30,2023-11-30
Effettuato,29/11/2023,29/11/2023,OSR FILT-CGIL/UGL FERROVIERI/FAST MOBILITA'/ORSA,Ferroviario,PERSONALE FS SECURITY REGIONE CAMPANIA,1 ORA: DALLE 10.00 ALLE 11.00,Regionale,null,27/11/2023,Campania,Tutte,27/11/2023 14:58,2023-11-29,2023-11-29
Effettuato,27/11/2023,27/11/2023,AL-COBAS,Trasporto pubblico locale,PERSONALE ADDETTO AL TRASPORTO PUBBLICO LOCALE,4 ORE CON MODALITA' TERRITORIALI,Nazionale,null,14/11/2023,Italia,Tutte,14/11/2023 11:09,2023-11-27,2023-11-27
Effettuato,27/11/2023,27/11/2023,CAT COORDINAMENTO AUTOFERROTRANVIERI TRIESTE,Trasporto pubblico locale,PERSONALE SOC. TRIESTE TRASPORTI DI TRIESTE,24 ORE,Locale,null,10/11/2023,Friuli-Venezia Giulia,Trieste,10/11/2023 00:35,2023-11-27,2023-11-27
"Revocato (include le azioni di revoca, sospensione e differimento)",27/11/2023,27/11/2023,CUB TRASPORTI/SGB/COBAS LAVORO PRIVATO/ADL COBAS,Trasporto pubblico locale,PERSONALE ADDETTO AL TRASPORTO PUBBLICO LOCALE,24 ORE VARIE MODALITA',Nazionale,"ORDINANZA MINISTERIALE N. 197 T DI RIDUZIONE DURATA A 4 ORE - DALLE 09.00 ALLE 13.00 - ADESIONE ORSA PER SOCC. ATAC, ASTRAL, ROMA TPL E COTRAL DI ROMA",31/10/2023,Italia,Tutte,31/10/2023 10:43,2023-11-27,2023-11-27
Effettuato,27/11/2023,27/11/2023,OSP COBAS LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. AUTOLINEE TOSCANE DI FIRENZE,4 ORE: DALLE 17.30 ALLE 21.30,Locale,null,14/11/2023,Toscana,Firenze,15/11/2023 22:39,2023-11-27,2023-11-27
Effettuato,27/11/2023,27/11/2023,OSP FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. AMACO DI COSENZA,24 ORE,Locale,null,14/11/2023,Calabria,Cosenza,14/11/2023 12:42,2023-11-27,2023-11-27
Effettuato,27/11/2023,27/11/2023,OSP UGL AUTOFERRO,Trasporto pubblico locale,PERSONALE SOC. AMT DI GENOVA,24 ORE VARIE MODALITA',Locale,null,03/11/2023,Liguria,Genova,03/11/2023 15:59,2023-11-27,2023-11-27
Effettuato,27/11/2023,27/11/2023,OSP UGL AUTOFERRO,Trasporto pubblico locale,PERSONALE SOC. SEAC DI CAMPOBASSO,24 ORE,Locale,null,16/11/2023,Molise,Campobasso,16/11/2023 12:23,2023-11-27,2023-11-27
Effettuato,27/11/2023,27/11/2023,OSP USB LAVORO PRIVATO/OSR ORSA TPL,Trasporto pubblico locale,PERSONALE SOC. COTRAL REGIONE LAZIO,24 ORE,Regionale,null,07/11/2023,Lazio,Tutte,07/11/2023 16:25,2023-11-27,2023-11-27
Effettuato,27/11/2023,27/11/2023,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. STEAT DI FERMO,4 ORE: DALLE 11.00 ALLE 15.00,Locale,null,15/11/2023,Marche,Fermo,15/11/2023 11:44,2023-11-27,2023-11-27
Effettuato,27/11/2023,27/11/2023,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. EAV DI NAPOLI,4 ORE: DALLE 9.00 ALLE 13.00,Locale,null,15/11/2023,Campania,Napoli,15/11/2023 21:22,2023-11-27,2023-11-27
Effettuato,27/11/2023,27/11/2023,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. BUSITALIA CAMPANIA DI SALERNO,4 ORE: DALLE 9.00 ALLE 13.00,Locale,null,15/11/2023,Campania,Salerno,16/11/2023 14:00,2023-11-27,2023-11-27
Effettuato,27/11/2023,27/11/2023,OST FILT-CGIL/FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. SCOPPIO E FIGLIO AUTOLINEE DI BARI,4 ORE: DALLE 8.30 ALLE 12.30,Locale,null,30/10/2023,Puglia,Bari,31/10/2023 08:21,2023-11-27,2023-11-27
Effettuato,27/11/2023,27/11/2023,OST FILT-CGIL/FIT-CISL/UILT-UIL/FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. AUTOSTRADALE DI MILANO,24 ORE,Territoriale,null,16/11/2023,Lombardia,Milano,16/11/2023 20:17,2023-11-27,2023-11-27
Effettuato,27/11/2023,27/11/2023,RSA FILT-CGIL/FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. IAS SCURA DI CORIGLIANO-ROSSANO (CS),24 ORE,Locale,null,16/11/2023,Calabria,Cosenza,17/11/2023 09:00,2023-11-27,2023-11-27
"Revocato (include le azioni di revoca, sospensione e differimento)",27/11/2023,27/11/2023,USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE ADDETTO AL TRASPORTO PUBBLICO LOCALE,24 ORE CON MODALITA' TERRITORIALI,Nazionale,ORDINANZA MINISTERIALE N. 197 T DI RIDUZIONE DURATA A 4 ORE - DALLE 09.00 ALLE 13.00,17/10/2023,Italia,Tutte,17/10/2023 16:47,2023-11-27,2023-11-27
"Revocato (include le azioni di revoca, sospensione e differimento)",26/11/2023,27/11/2023,OSR UILT-UIL/SLM-FAST-CONFSAL/FAISA-CISAL/ORSA FERROVIE,Ferroviario,PERSONALE SOC. TRENORD,23 ORE: DALLE 03.00 DEL 26/11 ALLE 02.00 DEL 27/11,Regionale,null,13/10/2023,Lombardia,Tutte,13/10/2023 16:16,2023-11-26,2023-11-27
Effettuato,24/11/2023,24/11/2023,CUB,Aereo,"LAVORATORI COMPARTO AEREO, AEROPORTUALE E INDOTTO AEROPORTI",24 ORE: DALLE 00.01 ALLE 23.59,Nazionale,ESCLUSO PERSONALE SOC. ENAV - ADESIONE O.S. CUB TRASPORTI,10/11/2023,Italia,Tutte,10/11/2023 14:39,2023-11-24,2023-11-24
Effettuato,24/11/2023,24/11/2023,FLAI TRASPORTI E SERVIZI,Aereo,LAVORATORI IMPRESE SERVIZI AEROPORTUALI DI HANDLING,24 ORE: DALLE 00.01 ALLE 23.59,Nazionale,ADESIONE DELLA O.S. ADL VARESE,04/10/2023,Italia,Tutte,05/10/2023 08:32,2023-11-24,2023-11-24
Effettuato,24/11/2023,24/11/2023,OSR ORSA FERROVIE,Ferroviario,PERSONALE MOBILE SOC. TRENITALIA DIREZIONE BUSINESS INTERCITY PIEMONTE,8 ORE: DALLE 09.01 ALLE 16.59,Regionale,null,12/10/2023,Piemonte,Tutte,12/10/2023 14:53,2023-11-24,2023-11-24
Effettuato,24/11/2023,24/11/2023,OST USB LAVORO PRIVATO,Aereo,PERSONALE SOCC. ADR ASSISTANCE  E ADR SECURITY OPERANTI PRESSO L'AEROPORTO DI FIUMICINO,4 ORE: DALLE 10.00 ALLE 14.00,Nazionale,null,10/11/2023,Italia,Tutte,10/11/2023 11:15,2023-11-24,2023-11-24
Effettuato,24/11/2023,24/11/2023,USB LAVORO PRIVATO,Aereo,PERSONALE DIPENDENTE AZIENDE TRASPORTO AEREO SETTORE HANDLERS,24 ORE: DALLE 00.01 ALLE 23.59,Nazionale,null,10/11/2023,Italia,Tutte,10/11/2023 09:08,2023-11-24,2023-11-24
