stato,inizio,fine,sindacati,settore,categoria,modalita,rilevanza,note,data_proclamazione,regione,provincia,data_ricezione,inizio_iso,fine_iso
Effettuato,15/12/2024,15/12/2024,OSP UGL-TA,Aereo,PERSONALE SOC. AVIATION SERVICES PRESSO AEROPORTO DI CATANIA FONTANAROSSA,4 ORE: DALLE 13.00 ALLE 17.00,Interregionale,null,06/11/2024,Italia,Tutte,06/11/2024 18:59,2024-12-15,2024-12-15
"Revocato (include le azioni di revoca, sospensione e differimento)",15/12/2024,15/12/2024,OST CUB TRASPORTI,Aereo,PERSONALE SOC. AIRPORT HANDLING AEROPORTI DI MILANO LINATE E MALPENSA,24 ORE: DALLE 00.00 ALLE 23.59,Nazionale,null,15/11/2024,Italia,Tutte,15/11/2024 12:41,2024-12-15,2024-12-15
"Revocato (include le azioni di revoca, sospensione e differimento)",15/12/2024,15/12/2024,RSA FAST-CONFSAL-AV,Aereo,PERSONALE SOC. ENAV ACC MILANO,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,09/10/2024,Italia,Tutte,09/10/2024 09:33,2024-12-15,2024-12-15
Effettuato,15/12/2024,15/12/2024,RSA FAST-CONFSAL-AV,Aereo,PERSONALE SOC. ENAV DEL C.A. DI MALPENSA,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,09/10/2024,Italia,Tutte,09/10/2024 11:19,2024-12-15,2024-12-15
"Revocato (include le azioni di revoca, sospensione e differimento)",15/12/2024,15/12/2024,RSU,Aereo,"PERSONALE SOC. TECHNO SKY AREA DI MILANO ACC, LINATE C.A. E MONTE SETTEPANI CRT",4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,ASTENSIONE LAVORO STRAORDINARIO E REPERIBILITA' DAL 01/12 AL 15/12,21/10/2024,Italia,Tutte,21/10/2024 10:25,2024-12-15,2024-12-15
"Revocato (include le azioni di revoca, sospensione e differimento)",15/12/2024,15/12/2024,RSU,Aereo,PERSONALE SOC. TECHNO SKY AEROPORTO DI MILANO MALPENSA,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,20/11/2024,Italia,Tutte,20/11/2024 08:00,2024-12-15,2024-12-15
"Revocato (include le azioni di revoca, sospensione e differimento)",14/12/2024,15/12/2024,OSR ORSA FERROVIE,Ferroviario,PERSONALE ADDETTO ALLA CIRCOLAZIONE SOC. MERCITALIA SHUNTING & TERMINAL REGIONE PIEMONTE,24 ORE: DALLE 21.00 DEL 14/12 ALLE 20.59 DEL 15/12,Regionale,null,06/11/2024,Piemonte,Tutte,07/11/2024 11:18,2024-12-14,2024-12-15
Effettuato,13/12/2024,13/12/2024,CUB TRASPORTI/SGB,Plurisettoriale,PERSONALE DELLE IMPRESE FERROVIARIE PASSEGGERI E MERCI,8 ORE: DALLE 13.00 ALLE 21.00,Nazionale,"ART. 2, CO. 7, L. 146/90 E S.M.I.",12/12/2024,Italia,Tutte,12/12/2024 11:04,2024-12-13,2024-12-13
"Revocato (include le azioni di revoca, sospensione e differimento)",13/12/2024,13/12/2024,OSR FILT-CGIL/FIT-CISL/UILT-UIL/FAISA-CISAL,Trasporto pubblico locale,"PERSONALE SOC. FERROVIE SUD EST PROVINCE DI BARI, TARANTO E LECCE",4 ORE: DALLE 08.00 ALLE 11.59,Territoriale,null,04/11/2024,Puglia,Bari,05/11/2024 06:29,2024-12-13,2024-12-13
Effettuato,13/12/2024,13/12/2024,OSR FILT-CGIL/UILT-UIL/ORSA FERROVIE,Plurisettoriale,PERSONALE DELLE IMPRESE FERROVIARIE PASSEGGERI E MERCI REGIONE EMILIA ROMAGNA,8 ORE: DALLE 09.00 ALLE 17.00,Regionale,"ART. 2, CO. 7, L. 146/90 E S.M.I.",12/12/2024,Emilia-Romagna,Tutte,12/12/2024 18:01,2024-12-13,2024-12-13
"Revocato (include le azioni di revoca, sospensione e differimento)",13/12/2024,13/12/2024,OST UILT-UIL,Trasporto pubblico locale,PERSONALE SOC. SGM DI LECCE,3 ORE: DALLE 9.30 ALLE 12.30,Locale,null,06/11/2024,Puglia,Lecce,06/11/2024 16:55,2024-12-13,2024-12-13
Effettuato,13/12/2024,13/12/2024,USB,Generale,SCIOPERO GENERALE CATEGORIE PUBBLICHE E PRIVATE CON ESCLUSIONE DEL SETTORE AEREO,FERROVIARIO 24 ORE: DALLE 21.00 DEL 12/12 ALLE 20.59 DEL 13/12; TPL 24 ORE MODALITA' TERRITORIALI; TAXI 24 ORE: 00.01-23.59; MARITTIMO 24 ORE: ISOLE MAGGIORI DA UN'ORA PRIMA DELLE PARTENZE - ISOLE MINORI 00.01-23.59; PORTI 24 ORE: DALLE 00.00 ALLE 23.59,Nazionale,ESCLUSO SETTORE TRASPORTO AEREO - ADESIONE OO.SS. A.L. COBAS E USB LAVORO PRIVATO - ORDINANZA MINISTERIALE N. 202 T DI RIDUZIONE A 4 ORE SETTORE TRASPORTI,17/10/2024,Italia,Tutte,17/10/2024 15:52,2024-12-13,2024-12-13
"Revocato (include le azioni di revoca, sospensione e differimento)",11/12/2024,12/12/2024,OSP UGL MARE E PORTI,Marittimo,PERSONALE SOC. RIMORCHIATORI NAPOLETANI PRESSO IL PORTO DI TARANTO,24 ORE: DALLE 12.00 DELL'11/12 ALLE 12.00 DEL 12/12,Locale,null,29/11/2024,Puglia,Taranto,29/11/2024 20:08,2024-12-11,2024-12-12
"Revocato (include le azioni di revoca, sospensione e differimento)",09/12/2024,13/12/2024,COMITATO TRASPORTO SICILIANO,Trasporto merci,FERMO SERVIZI AUTOTRASPORTO C/TERZI REGIONE SICILIA,120 ORE: DALLE 00.01 DEL 9/12 ALLE 24.00 DEL 13/12,Regionale,null,20/11/2024,Sicilia,Tutte,20/11/2024 16:40,2024-12-09,2024-12-13
Effettuato,09/12/2024,10/12/2024,FILT-CGIL/FIT-CISL/UILT-UIL,Trasporto merci,"PERSONALE IMPRESE CHE SVOLGONO ATTIVITA' DI LOGISTICA, TRASPORTO MERCI E SPEDIZIONE",INTERO TURNO DI LAVORO,Nazionale,null,12/11/2024,Italia,Tutte,12/11/2024 13:03,2024-12-09,2024-12-10
Effettuato,09/12/2024,09/12/2024,OSR FAISA-CISAL + RSA,Ferroviario,"PERSONALE MOBILE, DI VENDITA, ASSISTENZA/ANTIEVASIONE SOC. TRENITALIA TPER REGIONE EMILIA ROMAGNA",8 ORE: DALLE 09.00 ALLE 16.59,Regionale,"ART. 2, CO. 7, L. 146/90 E S.M.I.",06/12/2024,Emilia-Romagna,Tutte,06/12/2024 12:39,2024-12-09,2024-12-09
Effettuato,09/12/2024,09/12/2024,OSR FILT-CGIL/FIT-CISL/UILT-UIL/ORSA FERROVIE,Ferroviario,"PERSONALE MOBILE, DI VENDITA, ASSISTENZA/ANTIEVASIONE SOCC. TRENITALIA TPER E TRENITALIA REGIONE EMILIA ROMAGNA",8 ORE: DALLE 09.00 ALLE 16.59,Regionale,"ART. 2, CO. 7, L. 146/90 E S.M.I.",06/12/2024,Emilia-Romagna,Tutte,06/12/2024 11:00,2024-12-09,2024-12-09
Effettuato,09/12/2024,09/12/2024,OSR SLM-FAST CONFSAL,Ferroviario,"PERSONALE MOBILE, DI VENDITA, ASSISTENZA/ANTIEVASIONE SOCC. TRENITALIA TPER E TRENITALIA REGIONE EMILIA ROMAGNA",8 ORE: DALLE 09.00 ALLE 16.59,Regionale,"ART. 2, CO. 7, L. 146/90 E S.M.I.",06/12/2024,Emilia-Romagna,Tutte,06/12/2024 13:26,2024-12-09,2024-12-09
Effettuato,09/12/2024,09/12/2024,OSR UGL FERROVIERI,Ferroviario,"PERSONALE MOBILE, DI VENDITA, ASSISTENZA/ANTIEVASIONE SOCC. TRENITALIA TPER E TRENITALIA REGIONE EMILIA ROMAGNA",8 ORE: DALLE 09.00 ALLE 16.59,Regionale,"ART. 2, CO. 7, L. 146/90 E S.M.I.",06/12/2024,Emilia-Romagna,Tutte,06/12/2024 14:04,2024-12-09,2024-12-09
"Revocato (include le azioni di revoca, sospensione e differimento)",09/12/2024,09/12/2024,OST FILT-CGIL/FIT-CISL/UILT-UIL/UGL AUTOFERRO/FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. ARST ESERCIZIO METROTRANVIA DI CAGLIARI,4 ORE: DALLE 19.00 ALLE 23.00,Locale,null,21/11/2024,Sardegna,Cagliari,04/12/2024 17:55,2024-12-09,2024-12-09
Effettuato,29/11/2024,29/11/2024,ADL COBAS/CLAP/CONF. COBAS/SIAL COBAS,Generale,SCIOPERO GENERALE SETTORI PUBBLICI E PRIVATI,"AEREO: 4 ORE: DALLE 10.00 ALLE 14.00 - TPL: 4 ORE: DALLE 09.00 ALLE 13.00 -  MARITTIMO: ISOLE MAGGIORI 24 ORE DA 1 ORA PRIMA PARTENZE DEL 29/11, ISOLE MINORI DALLE 00.01 ALLE 24.00 - AUTOSTRADE: DALLE 22.00 DEL 28/11 ALLE 22.00 DEL 29/11",Nazionale,ESCLUSO PERSONALE AZIENDE CHE SVOLGONO ATTIVITA' FERROVIARIA MERCI E VIAGGIATORI - ORDINANZA MINISTERIALE N. 200T DI RIDUZIONE A 4 ORE SETTORE TRASPORTO PASSEGGERI,02/11/2024,Italia,Tutte,02/11/2024 16:48,2024-11-29,2024-11-29
"Revocato (include le azioni di revoca, sospensione e differimento)",29/11/2024,29/11/2024,ADL VARESE,Aereo,PERSONALE SOCC. DUSSMANN SERVICE E SPD ADDETTI A PULIZIE AEROPORTI DI MILANO LINATE E MALPENSA,24 ORE: DALLE 00.00 ALLE 24.00,Nazionale,null,14/11/2024,Italia,Tutte,14/11/2024 08:19,2024-11-29,2024-11-29
Effettuato,29/11/2024,29/11/2024,CGIL/UIL,Generale,SCIOPERO GENERALE SETTORI PUBBLICI E PRIVATI,"INTERA GIORNATA: AEREO, APPALTI FERROVIARI, MARITTIMO, CIRCOLAZIONE E SIC. STRADALE: DALLE 00.01 ALLE 24.00 - TPL: 24 ORE CON MODALITA' TERRITORIALI - TAXI: 24 ORE - PORTI: INTERA PRESTAZIONE GIORNALIERA",Nazionale,ESCLUSI SETTORI TRASPORTO FERROVIARIO E TRASPORTO MERCI SU ROTAIA - ORDINANZA MINISTERIALE N. 200T DI RIDUZIONE A 4 ORE SETTORE TRASPORTO PASSEGGERI,30/10/2024,Italia,Tutte,30/10/2024 15:03,2024-11-29,2024-11-29
Effettuato,29/11/2024,29/11/2024,CUB/SGB,Generale,SCIOPERO GENERALE SETTORI PUBBLICI E PRIVATI,AEREO: 4 ORE: DALLE 10.00 ALLE 14.00 - TPL E MARITTIMO: 4 ORE: DALLE 09.00 ALLE 13.00 - AUTOSTRADE: DALLE 21.00 DEL 28/11 ALLE 21.00 DEL 29/11,Nazionale,ESCLUSO TRASPORTO FERROVIARIO E TRASPORTO MERCI SU ROTAIA - ADESIONE DELLE OO.SS. USI-CIT E ADL VARESE - ORDINANZA MINISTERIALE N. 200T DI RIDUZIONE A 4 ORE SETTORE TRASPORTO PASSEGGERI,16/10/2024,Italia,Tutte,16/10/2024 22:56,2024-11-29,2024-11-29
Effettuato,29/11/2024,29/11/2024,FILT-CGIL,Aereo,PERSONALE NAVIGANTE DELLA SOC. WIZZ AIR MALTA LIMITED,24 ORE: DALLE 00.00 ALLE 24.00,Nazionale,null,01/10/2024,Italia,Tutte,01/10/2024 14:46,2024-11-29,2024-11-29
"Revocato (include le azioni di revoca, sospensione e differimento)",29/11/2024,29/11/2024,FLAI TRASPORTI E SERVIZI,Aereo,PERSONALE SOC. AGS HANDLING AEROPORTO DI MILANO MALPENSA,24 ORE,Nazionale,null,07/10/2024,Italia,Tutte,07/10/2024 14:57,2024-11-29,2024-11-29
Effettuato,29/11/2024,29/11/2024,FLAI TRASPORTI E SERVIZI,Aereo,PERSONALE SOC. AVIATION SERVICES AEROPORTO DI VENEZIA,4 ORE: DALLE 14.00 ALLE 18.00,Interregionale,null,15/10/2024,Veneto,Tutte,15/10/2024 11:57,2024-11-29,2024-11-29
"Revocato (include le azioni di revoca, sospensione e differimento)",29/11/2024,29/11/2024,FLAI TRASPORTI E SERVIZI,Aereo,PERSONALE AZIENDE HANDLING ASSOCIATE ASSOHANDLERS OPERANTI NEI SEDIMI AEROPORTUALI ITALIANI,4 ORE: DALLE 14.00 ALLE 18.00,Nazionale,null,16/11/2024,Italia,Tutte,16/11/2024 12:32,2024-11-29,2024-11-29
Effettuato,29/11/2024,29/11/2024,OSR CUB TRASPORTI,Aereo,PERSONALE SOC. AVIAPARTNER HANDLING AEROPORTI DI MILANO LINATE E MALPENSA,24 ORE: DALLE 00.00 ALLE 24.00,Nazionale,null,28/09/2024,Italia,Tutte,30/09/2024 10:00,2024-11-29,2024-11-29
"Revocato (include le azioni di revoca, sospensione e differimento)",29/11/2024,29/11/2024,OSR FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. FERROVIE APPULO LUCANE DI BARI,4 ORE: DALLE 15.40 ALLE 19.39,Locale,null,30/10/2024,Puglia,Bari,30/10/2024 16:54,2024-11-29,2024-11-29
"Revocato (include le azioni di revoca, sospensione e differimento)",29/11/2024,29/11/2024,OSR FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. FERROVIE DELLA CALABRIA PRESSO CENTRO AUTOMOBILISTICO DI GIOIA TAURO (RC),4 ORE: DALLE 11.30 ALLE 15.30,Locale,null,14/11/2024,Calabria,Reggio Calabria,14/11/2024 12:08,2024-11-29,2024-11-29
Effettuato,29/11/2024,29/11/2024,OST CUB TRASPORTI,Aereo,PERSONALE SOC. SEA AEROPORTI DI MILANO LINATE E MALPENSA,24 ORE: DALLE 00.00 ALLE 23.59,Nazionale,null,15/10/2024,Italia,Tutte,15/10/2024 10:25,2024-11-29,2024-11-29
"Revocato (include le azioni di revoca, sospensione e differimento)",29/11/2024,29/11/2024,OST CUB TRASPORTI,Aereo,PERSONALE SOC. AIRPORT HANDLING AEROPORTI DI MILANO LINATE E MALPENSA,24 ORE: DALLE 00.00 ALLE 23.59,Nazionale,null,12/11/2024,Italia,Tutte,12/11/2024 12:41,2024-11-29,2024-11-29
Effettuato,29/11/2024,29/11/2024,USI UNIONE SINDACALE ITALIANA,Generale,SCIOPERO GENERALE PERS. A TEMPO DETERMINATO  E INDETERMINATO CON CONTRATTI PRECARI E ATIPICI DI TUTTI I COMPARTI CON ESCLUSIONE DEL SETTORE TRASPORTI,INTERA GIORNATA,Nazionale,null,10/11/2024,Italia,Tutte,10/11/2024 12:04,2024-11-29,2024-11-29
Effettuato,24/11/2024,25/11/2024,OSR ORSA FERROVIE,Ferroviario,PERSONALE MOBILE SOC. TRENITALIA DIREZIONE BUSINESS REGIONALE PIEMONTE E VALLE D'AOSTA,23 ORE: DALLE 03.00 DEL 24/11 ALLE 2.00 DEL 25/11,Interregionale,null,16/10/2024,Piemonte,Tutte,16/10/2024 11:41,2024-11-24,2024-11-25
Effettuato,23/11/2024,24/11/2024,USB LAVORO PRIVATO,Plurisettoriale,PERSONALE AZIENDE CHE SVOLGONO ATTIVITA' FERROVIARIA MERCI E VIAGGIATORI,FERROVIARIO E TRASPORTO MERCI SU ROTAIA 24 ORE: DALLE 21.00 DEL 23/11 ALLE 20.59 DEL 24/11,Nazionale,ADESIONE ASSEMBLEA NAZIONALE PDM/PDB GRUPPO FSI - ESCLUSO IL PERSONALE MOBILE DELLA SOC. TRENITALIA DBR PIEMONTE E VALLE D'AOSTA,16/10/2024,Italia,Tutte,16/10/2024 16:42,2024-11-23,2024-11-24
"Revocato (include le azioni di revoca, sospensione e differimento)",22/11/2024,22/11/2024,"OSP FIT-CISL, UGL AUTOFERRO",Trasporto pubblico locale,PERSONALE SOC. AUTOGUIDOVIE DI PAVIA,4 ORE: DALLE 11.00 ALLE 15.00,Locale,null,07/11/2024,Lombardia,Pavia,07/11/2024 16:20,2024-11-22,2024-11-22
"Revocato (include le azioni di revoca, sospensione e differimento)",22/11/2024,22/11/2024,RSU,Trasporto pubblico locale,PERSONALE SOC. ARRIVA ITALIA SEDE DI BRESCIA,4 ORE: DALLE 14.30 ALLE 18.30,Locale,null,25/09/2024,Lombardia,Brescia,25/09/2024 19:02,2024-11-22,2024-11-22
Effettuato,19/11/2024,19/11/2024,OSP FILT-CGIL/FIT-CISL/UILT-UIL/UGL-AUTOFERRO/FAISA-CISAL/ORSA TRASPORTI/COBAS TRASPORTI,Trasporto pubblico locale,PERSONALE SOC. AMAT DI PALERMO,4 ORE: DALLE 10.00 ALLE 14.00,Locale,null,11/10/2024,Sicilia,Palermo,11/10/2024 12:50,2024-11-19,2024-11-19
"Revocato (include le azioni di revoca, sospensione e differimento)",19/11/2024,19/11/2024,OSP FILT-CGIL/FIT-CISL/UILT-UIL/UGL-AUTOFERROI/FAISA-CISAL/ORSA TRASPORTI/COBAS TRASPORTI,Trasporto pubblico locale,PERSONALE SOC. AMAT DI PALERMO,4 ORE: DALLE 10.00 ALLE 14.00,Locale,null,27/09/2024,Sicilia,Palermo,27/09/2024 17:11,2024-11-19,2024-11-19
Effettuato,19/11/2024,19/11/2024,"OSP FIT-CISL, UGL AUTOFERRO",Trasporto pubblico locale,PERSONALE SOC. AUTOGUIDOVIE DI PAVIA,4 ORE: DALLE 11.00 ALLE 15.00,Locale,null,07/11/2024,Lombardia,Pavia,07/11/2024 22:01,2024-11-19,2024-11-19
Effettuato,19/11/2024,19/11/2024,RSU,Trasporto pubblico locale,PERSONALE SOC. ARRIVA ITALIA SEDE DI BRESCIA,24 ORE,Locale,null,05/11/2024,Lombardia,Brescia,05/11/2024 14:56,2024-11-19,2024-11-19
Effettuato,18/11/2024,18/11/2024,OSP USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. CIALONE TOUR DI FROSINONE,4 ORE: DALLE 10.00 ALLE 14.00,Provinciale,null,07/11/2024,Lazio,Frosinone,07/11/2024 13:46,2024-11-18,2024-11-18
"Revocato (include le azioni di revoca, sospensione e differimento)",18/11/2024,18/11/2024,OSR FAISA CONFAIL/ORSA TPL/USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. ANM DI NAPOLI,4 ORE: DALLE 11.00 ALLE 15.00,Locale,null,06/11/2024,Campania,Napoli,07/11/2024 09:45,2024-11-18,2024-11-18
"Revocato (include le azioni di revoca, sospensione e differimento)",18/11/2024,18/11/2024,OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL-FNA/FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. ANM DI NAPOLI,4 ORE: DALLE 11.00 ALLE 15.00,Locale,null,22/10/2024,Campania,Napoli,22/10/2024 17:04,2024-11-18,2024-11-18
"Revocato (include le azioni di revoca, sospensione e differimento)",18/11/2024,18/11/2024,OSR ORSA TRASPORTI,Trasporto pubblico locale,PERSONALE SOC. ANM DI NAPOLI,4 ORE: DALLE 11.00 ALLE 15.00,Locale,null,04/11/2024,Campania,Napoli,05/11/2024 10:15,2024-11-18,2024-11-18
Effettuato,14/11/2024,14/11/2024,OSP UGL MARE E PORTI,Marittimo,PERSONALE SOC. RIMORCHIATORI NAPOLETANI PRESSO IL PORTO DI TARANTO,24 ORE: DALLE 00.00 ALLE 24.00,Locale,null,04/11/2024,Puglia,Taranto,04/11/2024 13:56,2024-11-14,2024-11-14
Effettuato,14/11/2024,14/11/2024,OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL FERROVIERI/SLM-FAST-CONFSAL/SALPAS ORSA,Appalti ferroviari,"PERSONALE SOC. DUSSMANN LOTTI PULITORI VIAGGIANTI AV, GRANDI STAZIONI TERMINI E STAZ. TIBURTINA E IMPIANTI FISSI AV TERMINI S. LORENZO",INTERO TURNO,Locale,null,15/10/2024,Lazio,Roma,15/10/2024 10:08,2024-11-14,2024-11-14
Effettuato,13/11/2024,13/11/2024,ASSEMBLEA NAZIONALE  LAVORATORI MANUTENZIONE INFRASTRUTTURA RFI,Ferroviario,PERSONALE SOC. RFI IMPIANTI MANUTENZIONE INFRASTRUTTURE,24 ORE: INTERA PRESTAZIONE LAVORATIVA,Nazionale,null,13/10/2024,Italia,Tutte,13/10/2024 00:24,2024-11-13,2024-11-13
Effettuato,13/11/2024,13/11/2024,COBAS LAVORO PRIVATO/COORDINAMENTO FERROVIERI,Ferroviario,PERSONALE SOC. RFI IMPIANTI MANUTENZIONE INFRASTRUTTURE,24 ORE: INTERA PRESTAZIONE LAVORATIVA,Nazionale,null,13/10/2024,Italia,Tutte,13/10/2024 00:20,2024-11-13,2024-11-13
Effettuato,12/11/2024,13/11/2024,CUB TRASPORTI,Ferroviario,PERSONALE SOC. RFI MANUTENZIONE INFRASTRUTTURA FERROVIARIA,24 ORE: DALLE 21.00 DEL 12/11 ALLE 20.59 DEL 13/11,Nazionale,null,28/10/2024,Italia,Tutte,28/10/2024 23:05,2024-11-12,2024-11-13
"Revocato (include le azioni di revoca, sospensione e differimento)",12/11/2024,12/11/2024,FILT-CGIL/UILT-UIL,Aereo,PERSONALE SOC. ENAV ACC ROMA,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,GARANTITA ASSISTENZA VOLI DA E PER AEROPORTO DI OLBIA,06/09/2024,Italia,Tutte,06/09/2024 00:03,2024-11-12,2024-11-12
Effettuato,12/11/2024,12/11/2024,FILT-CGIL/UILT-UIL,Aereo,PERSONALE SOC. ENAV AEROPORTO DI LAMPEDUSA,4 ORE: DALLE 13.00 ALLE 17.00,Locale,GARANTITA ASSISTENZA VOLI DA E PER AEROPORTO DI OLBIA,13/09/2024,Sicilia,Agrigento,13/09/2024 11:00,2024-11-12,2024-11-12
"Revocato (include le azioni di revoca, sospensione e differimento)",12/11/2024,12/11/2024,FILT-CGIL/UILT-UIL,Aereo,PERSONALE SOC. ENAV AEROPORTO DI ANCONA,4 ORE: DALLE 13.00 ALLE 17.00,Locale,null,13/09/2024,Marche,Ancona,13/09/2024 11:05,2024-11-12,2024-11-12
Effettuato,12/11/2024,12/11/2024,FILT-CGIL/UILT-UIL,Aereo,PERSONALE SOC. ENAV AEROPORTO DI PESCARA,4 ORE: DALLE 13.00 ALLE 17.00,Locale,GARANTITA ASSISTENZA VOLI DA E PER AEROPORTO DI OLBIA,13/09/2024,Abruzzo,Pescara,13/09/2024 11:10,2024-11-12,2024-11-12
"Revocato (include le azioni di revoca, sospensione e differimento)",12/11/2024,12/11/2024,FILT-CGIL/UILT-UIL,Aereo,PERSONALE SOC. ENAV AEROPORTO DI BARI,4 ORE: DALLE 13.00 ALLE 17.00,Interregionale,null,13/09/2024,Italia,Tutte,13/09/2024 11:41,2024-11-12,2024-11-12
Effettuato,12/11/2024,12/11/2024,FILT-CGIL/UILT-UIL,Aereo,PERSONALE SOC. ENAV AEROPORTO DI NAPOLI,4 ORE: DALLE 13.00 ALLE 17.00,Interregionale,GARANTITA ASSISTENZA VOLI DA E PER AEROPORTO DI OLBIA,13/09/2024,Italia,Tutte,13/09/2024 11:47,2024-11-12,2024-11-12
"Revocato (include le azioni di revoca, sospensione e differimento)",12/11/2024,12/11/2024,FILT-CGIL/UILT-UIL,Aereo,PERSONALE SOC. ENAV AEROPORTO DI BERGAMO,4 ORE: DALLE 13.00 ALLE 17.00,Interregionale,null,13/09/2024,Italia,Tutte,13/09/2024 11:57,2024-11-12,2024-11-12
"Revocato (include le azioni di revoca, sospensione e differimento)",12/11/2024,12/11/2024,FILT-CGIL/UILT-UIL,Aereo,PERSONALE SOC. ENAV AEROPORTO DI PARMA,4 ORE: DALLE 13.00 ALLE 17.00,Locale,null,19/09/2024,Emilia-Romagna,Parma,19/09/2024 10:30,2024-11-12,2024-11-12
